,Text,Category
418,spike lee backs student directors filmmaker spike lee says black representation stronger ever cinema tv true power entertainment lies behind camera hate director urged students old atlanta university morehouse college seek gatekeeper positions behind scenes lee told work corporate ladder everybody actor everybody make record spoke part discussion panel led retrospective films returning old university educates african american students lee discussed challenges facing black people entertainment industry even denzel washington getting 20m movie comes time movie go one gatekeepers lee said told aspiring young filmmakers audience ignore nontraditional routes getting movie made including raising funds independently releasing films straight dvd huge market 47yearold director said something looked upon stepchild lee made 25 films including jungle fever right thing summer sam 1986 hit got ta,1
419,senior fannie mae bosses resign two senior executives us mortgage giant fannie mae resigned accounting irregularities uncovered company chief executive franklin raines former senior official clinton administration chief financial officer tim howard left firm fannie mae criticised financial regulators could restate earnings 9bn 46bn america second largest financial institution recent investigations exposed extensive accounting errors fannie mae supplies funds america 8 trillion mortgage market last week firm admonished securities exchange commission said made major errors financial reporting financial regulator said fannie mae would raise substantial new capital restore balance sheet analysts said sec criticism made impossible fannie mae senior executives remain mr raines head office management budget president clinton taken early retirement mr howard also stepped company said tuesday kpmg fannie mae independent auditor also replaced early retirement held accountable mr raines said statement fannie mae found violated accounting rules relating derivatives financial instruments used hedge fluctuations interest rates prepaid loans result could forced restate 9bn earnings past four years effectively wiping third company profits since 2001 although making loans directly buyers fannie mae largest single player mortgage market underwriting half us house purchases firm operates charter us congress faced stinging criticism congressional leaders held hearings finances earlier year government regulator office federal housing enterprise oversight ofheo encouraged board announcement signals new culture new direction fannie mae armando falcon ofheo director said problems afflicting fannie mae latest hit us mortgage industry freddie mac country largest mortgage firm forced restate earnings 44bn last year pay 125m fine investigation books,0
420,piero gives rugby perspective bbc sport unveils new analysis tool piero wales v england rugby union match saturday work picture scene wales camped england line dying seconds six nations opening match ball flung winger shane williams crosses score winning try wales england players incensed arguing pass forward try stand past sports fans would left debating validity try days weeks come bbc sport new tool piero could end discussions minutes piero named italian painter pioneer perspective piero della francesco creates virtual stadium virtual players tracked almost angle viewers able see precisely ball thrown giving greater depth growing wealth analysis available sports broadcasts technology created bbc research development bbc broadcast bbc outside broadcasts bbc sport first client start using system order keep audiences growing growing need work closely people create technology innovation bring sport life said andrew thompson bbc head development new media sports news want appeal core fans give analysis detail definitive answers key passages play piero works taking telemetric data fixed camera positions sending data inside video signal pc render information 3d graphics cameras using piero better detail possible end data turned 3d models allows us tell story passage play tracking individual players across field looking tactics said andy townsend bbc broadcast operator manipulate information provide almost realtime replays incidents well indepth analysis virtual camera focus virtually aspect pitch giving viewers insight action camera normally see piero also provides wealth statistical detail length kicks length run individual player height lift lineout mr townsend said sports performance companies already showing interest technology bbc broadcast hopes technology sold third parties interested using number different ways sport broadcasting entertainment game shows,4
421,bets big brother leak bookmaker stopped taking bets celebrity big brother claiming sensitive information channel 4 show leaked william hill made move four people tried place bets friday surprise double eviction highly unlikely inspired guess william hill spokesman rupert adams said however big brother spokeswoman satisfied sensitive information show remained confidential bookmaker said suspicions aroused betting last two contestant evictions people still trying place large sums despite odds short 114 william hill overwhelming evidence came friday four unknown callers asked place bets show surprise double eviction shortly afterwards model caprice actor jeremy edwards left show mr adams believed someone gained access figures revealed viewers voting using predict celebrity would evicted next think somebody somewhere got trying hard take us cleaners said bets taken mr adams believe anyone channel 4 big brother producer endemol tried place queried bets added need look many people privy sensitive information big brother spokeswoman said handful senior production executives privy sensitive information regarding eviction voting strict procedures place keep information strictly confidential feel need investigate satisfied measures effective show independent adjudicator electoral reform services also satisfied added current series celebrity big brother ends sunday happy mondays star bez actress brigitte nielsen blazin squad rapper kenzie competing 50 000 charity prize bookmaker ladbrokes said would continue accept bets final kenzie favourite 29 felt need whatsoever close book spokesman warren lush said seen absolutely suspicious betting patterns mr lush added people sometimes vote short odds think like buying money risk quite lot money small gain think chance upset still said,1
422,economy strong election year uk businesses set prosper next months could trigger interest rate rises according report optimism highest since 1997 business reap benefits continuing rise public spending say researchers bdo stoy hayward bank england expected keep rates hold week could go later year rates likely rise anticipated general election may bdo optimism index leading indicator gdp growth two quarters ahead edged january 1025 1022 october rise due part increase public spending increased merger acquisition activity thing blighting business optimism year uncertainties associated general election bdo said bdo output index predicts gdp movements quarter advance remained 1008 january implying gdp growth 29 second quarter 2005 however output index held back recent interest rate rises sterling strength dollar high oil prices group noted inflation index risen continuously last 8 months climbed 1100 january 1080 october last year uk looking strong going general election businesses need prepare jolt ahead bank england reacts growth inflationary pressures said peter hemington partner bdo stoy hayward growth probably slow end 2005 likely see higher interest rates sharp drop demand products services,0
423,rise uk jobless total uk jobless total rose second month row december official figures show number people work rose 32 000 141 million last three months 2004 even 90 000 people employment average earnings rose 43 year december november 42 office national statistics ons added meanwhile benefit claimant total fell 11 000 813 200 last month throughout 2004 number people work increased 296 000 2852 million highest figure since records began 1971 apparent discrepancy rising unemployment record numbers work explained increase working population fall economically inactive uk jobless rate rose 47 46 previous quarter rate still remains one lowest world compared 121 germany 104 spain 97 france despite people work manufacturing sector continued suffer 104 000 workers axed last quarter 2004 pushing employment sector record low 324 million end last year figures prompted analysts forecast bank england almost certainly raise rates year marc ostwald strategist monument securities told reuters immediate market impact could expected enough underline boe hawkish rates,0
424,deutsche attacks yukos case german investment bank deutsche bank challenged right yukos claim bankruptcy protection us court filing tuesday said russian oil giant texas ties beyond bank accounts texasbased finance chief deutsche bank claimed yukos artificially manufactured legal case stop sale main asset wanted help fund gazprom plans 10bn 518bn bid yukos unit yuganskneftegas deutsche bank would earned large fees deal could carried us chapter 11 bankruptcy rules made kremlin auction yuganskneftegas 19 december illegal us law us bankruptcy court judge texas granted yukos injunction barred gazprom lenders taking part yuganskneftegas ultimately end gazprom winning bidder auction previously unknown firm baikal finance group snapped days later rosneft russian oil firm process merging gazprom effect transactions renationalise yuganskneftegas deutsche bank contends yukos filed bankruptcy earlier month texas desperate unsuccessful bid stave 19 december auction top unit russian government tax dispute yukos blatant attempt artificially manufacture basis jurisdiction constitutes cause dismiss case deutsche bank said court filing mike lake spokesman yukos lawyers said tuesday company stands legal action yukos confident right us bankruptcy protection prepared back court defending position said yukos said intends seek 20bn damages buyer yuganskneftegas sale finally goes filing deutsche bank said houston jurisdiction yukos owns real personal property conducts business operations also said us bankruptcy court become involved tax dispute federation one corporate citizens suggested european court international arbitration tribunal appropriate jurisdictions legal fight russia yukos next hearing bankruptcy expected 6 january analysts believe tax dispute russian government yukos partly driven russian president vladimir putin hostility hostility political ambitions exyukos boss mikhail khordokovsky mr khodorkovsky jail trial fraud tax evasion,0
425,disney settles disclosure charges walt disney settled charges us federal regulators failed disclose family members directors employed company media giant fined securities exchange commission agreed refrain future violations securities law disney failed tell investors 1999 2001 employed three adult children three directors firm neither admitted denied wrongdoing settlement three disney directors question central matter sec investigation reveta bowers stanley gold raymond watson since left company ms bowers mr watson retiring mr gold quitting 2003 children paid 60 000 30 800 150 000 year shareholders informed sec also found disney disclose 50 disneyowned subsidiary company lifetime employed wife current disney director john bryson earned 1m year louise bryson remains lifetime disney also failed disclose payments air shamrock airline owned mr gold fellow former disney directors roy disney finally disney also reveal provided 200 000 annually office space secretarial services leased car driver former director thomas murphy shareholders significant interest information regarding relationships company directors said sec deputy enforcement director linda thomsen failure comply sec disclosure rules area impedes shareholders ability evaluate objectivity independence directors,0
426,duran duran show set us tv chart stars duran duran appear vh1 special us including interviews concert footage show airs tuesday feature studio performance behind scenes footage fan interviews seemed like perfect fit audience said rick krim vh1 vice president music talent band recently released new album astronaut first original lineup since 1983 also tour japan us next year started playing together try make really sort mature album really wanted make great duran duran album said keyboard player nick rhodes pretty much line lot stuff duran duran currently promoting album second single happens tomorrow simon le bon said earlier year group trying update sound much want lose older fans trying hard trying connect new audience singer said le bon also said five members getting well like people get close sometimes argue fact inspire musically nobody else said special,1
427,casual gaming take games aimed casual players set even bigger 2005 according industry experts easytoplay titles require much time playable online downloadable mobile devices see real growth coming year trend shows gaming bighitting games console titles appeal hardcore gamers said panel experts speaking annual consumer electronics show las vegas showcases latest trends gadgets technologies 2005 panel also insisted casual gamers women common misconception pervades current thinking gamer demographics casual games like poker pool bridge bingo puzzlebased titles played online downloaded onto mobile devices gender neutral different genres attracted different players greg mills program director aol said figures suggested sportsbased games attracted 90 18 24yearold males puzzle games played 80 females games like bridge tended attract over50 demographic gamers hardcore gamers attracted blockbuster gamers usually require hispec pcs like halflife 2 halo 2 xbox also liked different type gaming experience hardcore gamers playing halo playing poker pool based research said geoff graber director yahoo games attracts 12 million gamers month growth powerful pc technology ownership broadband takeup portable players mobile devices well interactive tv casual gaming shaping big business 2005 according panel focus coming year attracting thirdparty developers field offer innovative multiplayer titles agreed time verge something much bigger said mr graber casual games get stride 2005 really big 2006 community people finding gadgets highspeed connections casual games would start open world gaming form massmarket entertainment people key types titles chance give people may see gamers dip games liked portal sites offer casual games like aol yahoo realarcade well gamesondemand services allow people build buddy lists return play people aspect community crucial gamers want quick access free cheap games without committing long periods time immersed 30 40 console pc titles said panel 120 000 people expected attend ces trade show stretches 15 million square feet officially runs 6 9 january main theme new devices getting better talking allowing people enjoy digital content like audio video images want want,4
428,microsoft gets blogging bug software giant microsoft taking plunge world blogging launching test service allow people publish blogs online journals called msn spaces microsoft trailing behind competitors like google aol already offer services make easy people set web journals blogs short web logs become popular way people talk lives express opinions online msn spaces free anyone hotmail msn messenger account people able choose layout page upload images share photo albums music playlists service supported banner ads simple tool people express said msn blake irving microsoft first foray blogging taken web phenomenon past year competitors like google already offer free services blogger site aol provides members journals accurate figures number blogs existence hard come according blog analysis firm technorati socalled blogosphere doubled every five half months last 18 months estimates number blogs existence exceeded 48 million although speculate less quarter regularly maintained,4
429,broadband challenges tv viewing number europeans broadband exploded past 12 months web eating tv viewing habits research suggests 54 million people hooked net via broadband 34 million year ago according market analysts nielsennetratings total number people online europe broken 100 million mark popularity net meant many turning away tv say analysts jupiter research found quarter web users said spent less time watching tv favour net report nielsennetratings found number people fast internet access risen 60 past year biggest jump italy rose 120 britain close behind broadband users almost doubling year growth fuelled lower prices wider choice alwayson fastnet subscription plans twelve months ago high speed internet users made one third audience europe 50 expect number keep growing said gabrielle prior nielsennetratings analyst number highspeed surfers grows websites need adapt update enhance content retain visitors encourage new ones total number europeans online rose 12 100 million past year report showed biggest rise france italy britain germany ability browse web pages high speed download files music films play online games changing people spare time study analysts jupiter research suggested broadband challenging television viewing habits homes broadband 40 said spending less time watching tv threat tv greatest countries broadband particular uk france spain said report said tv companies faced major longterm threat next five years broadband predicted grow 19 37 households 2009 yearonyear continuing see seismic shift europe population consume media information entertainment big implications tv newspaper radio said jupiter research analyst olivier beauvillian,4
430,pop band busted take break charttopping pop band busted confirmed plan take break following rumours verge splitting statement band record company universal said frontman charlie simpson planned spend time working band fightstar however said busted would reconvene due course band eight top three hits including four number ones since first hit charts 2002 singles include go school year 3000 crashed wedding said david band also includes members matt jay james bourne made top ten selftitled debut album well followup present everyone 2003 best pop act best breakthrough act 2004 brit awards nominated best british group recently topped charts theme liveaction film version thunderbirds voted record year itv1 show band capitalised craze artists playing catchy pop music rock overtones trio seen alternative manufactured artists considered credible musicians write songs play instruments however recent rumours suggested simpson wanting quit band focus fightstar plans take fightstar tour,1
431,call action internet scam phone companies enough warn customers internet roguedialling scams according premium phone line regulator icstis received 45 000 complaints recent months dialup internet connections diverting premium rate numbers without users knowledge phone companies refuse pay compensation say calls must paid must warn people earlier possible fraud icstis said people use dialup connections affected scams without realising program downloaded diverts internet calls via premium phone line victims often fail notice receive unusually high bill icstis spokesman rob dwight said phone companies get touch customers sooner bill goes usual 50 month want know straight away want told hit 750 phone companies systems place spot fraudulent activity artificiallyinflated traffic said alert numbers investigation looking numbers added telecoms ombudsman elizabeth france said certainly would surprised find credit card company phoning something ordinary would expect phone companies looking see similar approach biggest phone company bt says monitor fraud warn people rogue dialling advice customers use call barring want prevent calls premium lines current system call made little done gavin patterson group managing director bt consumer said look customer calling patterns make interventions ordinary looking moment whether improve bt handled 180 million calls day monitoring quite task added government ordered review premium line services likely say icstis power deal rogue diallers future moment demand payouts behalf customer close illegal services use free antivirus software avg free firewall protection zonealarm tools prevented unauthorised access outgoing calls inadvertently innocently caused daughter love music sites isps informing customers facilities responsibility clearly falls customer many fall prey simply knowing avoid issues ignorance always expensive business one know happens fraud committed recognised phone companies pay people obtaining money fraudulently people followed prosecuted diallers mainly downloaded sites offering illegal mp3s porn pirated software people visit sites considerably less risk whatever happened personal responsibility seems everyone victim days part blame rest manufacturers home computer operating systems secure system allow web page email download install anything without user knowledge scams illegal telephone companies nothing refuse pay money perpetrators receiving good returns interest keep scam going bt et al block premium numbers default turn customer request anyone falls foul scam refuse pay telephone provider calls notify telephone provider fraudulent transactions insist paying bill would knowingly assist fraudsters commit fraud customers yet taken court refusing pay bills disable remove modem use broadband instead nothing worry buy decent firewall software antivirus would walk freezing cold without coat would drive car without insurance protect pc stop blaming phone companies fault impressed phone company recently kept ringing hotline number kylie tickets next day rang back ask aware 40odd calls number great service got tickets well colleague fallen victim kind scam informed phone company subsequently put block premium rate numbers three months later another huge bill 1 000 came block apparently work still pay even though block place phone companies probably quite happy customers hit huge bill otherwise taking extra steps prevent kind problem scammed 139 operator nothing add insult injury charged vat government premium rate numbers subject various scams ever since invented one example thieves would set premium rate number dial day night phones whose quarterly bills never paid telephone company victim bet loophole blocked quickly know people run large bills despite itliterate talking bt belfast believe shortly giving free application stop dialling expensive numbers without knowing fault phone companies last something time profiteering legitimate phone companies came end mainly away dialup altogether bring broadband price dialup ruin things dialler scammers also allow people update upgrade security easily quickly fallen victim roguedialling scam think seriously remiss pointing vast majority scams arise people trying access services purporting provide free pornography cases user entirely fault probably telephone companies rightly unwilling refund telephone supplier inform monthly bill risen normal 3 5 320 scam simply billed particularly galls 300 stolen supplier government vat profiting crime reimburse portion losses automatic monthly cap say 20 premium rate calls would contact provider lifted way could use legitimate premium rate numbers limiting fraudulent usage least disputed amount would limited far easier telecoms operator write 20 750 years back also target scams thank god already upgraded broadband nothing connected modem heard sound attempted connection home users take responsibility ensure antivirus firewall software date prevent vast majority scams,4
432,llewellyn plans wales retirement wales record cap holder gareth llewellyn retire test rugby end six nations veteran lock 36 end february told bbc wales scrum v time bring curtain 92cap wales career llewellyn oneseason deal french club side narbonne said may consider retiring rugby know next year whether carry playing make change career llewellyn said narbonne really keen stay next year got decide whether stay maybe go somewhere else ultimitely coaching like end done coaching awards everything respect hopefully getting chance somewhere fellow locks robert sidoli brent cockbain scored tries saturday six nations win italy wales coach mike ruddock preferred starters second row resurgence dragons ian gough adaptibility lockcumflanker jon thomas bench llewellyn yet made matchday squad six nations campaign former neath ospreys player still targetting one last outing red shirt get field brilliant although boys really well pleased llewellyn added really tough years wales players hell lot sometimes easiest thing would throw towel walk away us dug really nice see boys getting rewards going retire end last six nations even told boys squad mike ruddock asked carry another season done still part squad still trying help much llewellyn made wales debut 1989 new zealand 20yearold caught selectors eyes blacks tour match neath 6ft 6in player looked back since going break neil jenkins wales cap record 12 june 2004 5044 loss argentina lots highs winning six nations 94 beating england 93 great tours seen fantastic countries llewellyn said think best thing time spent players met great guys rugby made great friends bit strange international days find somewhere watch wales play least might time get golf handicap llewellyn captained neath seven seasons integral part neathswansea ospreys regional side first season ospreys building future llewellyn eventually forced look france employment digging heels contract negotiations insist must allowed play wales,3
433,new harry potter tops book chart harry potter halfblood prince topped amazon book chart less 24 hours release date 16 july announced thousands customers placed preorders amazoncouk website sixth book series rowling revealed completed novel tuesday ahead scheduled announcement 25 december published simultaneously uk us canada australia new zealand south africa jk rowling fifth book wizard series harry potter order phoenix amazon largest preordered item ever 420 000 copies preordered prior release june 2003 customers preorder harry potter halfblood prince avoid standing long queues bookshops day book release next july fact book already hit number one hot 100 books chart shows incredibly excited customers sixth harry potter said amazon robin terrell harry potter halfblood prince takes story harry potter sixth year hogwarts school witchcraft wizardry lord voldemort grows stronger rowling already revealed halfblood prince neither harry voldemort added opening chapter book brewing mind 13 years rowling said plenty time pregnant tinker manuscript satisfaction happy ever end result also previously revealed character killed sixth book given hints might following publication sixth book one novel remains complete series,1
434,councils must find gypsy sites ministers telling councils find sites travellers amid continuing rows concerning string unauthorised encampments councils also given stronger powers move illegal settlements gypsy communities rural land money given councils develop official caravan parks said housing minister yvette cooper november mps urged ministers make councils create sites 3 500 travellers place stop ms cooper said annual scheme refurbish existing traveller sites would extended consider council bids new stopping places scheme paid 25m four years 8m available 2005 two major problems planning system moment concerning gypsy traveller sites said ms cooper firstly local authorities identifying enough appropriate locations either private public sites secondly enough powers deal swiftly development inappropriate sites result many developments inappropriate sites causing tensions difficulties neighbouring communities gypsies travellers consulting new obligation local authorities identify appropriate sites well new powers take immediate action development wrong place tolerated even shortterm risk local amenity environment new regulations expected force spring officials able serve temporary stop notices aimed preventing works site council chance obtain full legal ban many mps rural constituencies particularly eastern england pressing government create stronger enforcement powers saying villagers suffering legal delays removing illegal encampments andrew ryder traveller law reform coalition said welcome talk obligation councils identify land gypsies travellers long real obligation opposed recommendation could easily ignored new accommodation proposals travellers need backed decent funding intervention government councils attempt dodge responsibilities towards travellers often living side road worn planning appeals legal action eviction one idea fun november report mps committee scrutinising office deputy prime minister responsible housing said illegal traveller encampments caused lack places stop numerous communities councils paying lengthy expensive evictions travelling communities said mps turn problems worsened councils reluctant voluntarily provide sites resistance residents two controversial traveller sites cottenham cambridgeshire minety wiltshire remain embroiled ongoing legal battle,2
435,lifestyle governs mobile choice faster better funkier hardware alone going help phone firms sell handsets research suggests instead phone firms keen get customers pushing technology sake consumers far interested handsets fit lifestyle screen size onboard memory chip inside shows indepth study telecommunications company ericsson historically industry much focus using technology said dr michael bjorn senior advisor mobile media ericsson consumer enterprise lab stop saying technologies change lives said try speak consumers language help see fits told bbc news website study ericsson interviewed 14 000 mobile phone owners ways use phone people habits remain said dr bjorn move activity mobile phone much convenient way one good example diarywriting among younger people said diaries always popular mobile phone especially one equipped camera helps keep different form youngsters use text messages also reflects desire chat keep contact friends lets slightly changed way dr bjorn said although consumers always use phone sheer variety new handset technologies make possible gradually drive new habits lifestyles ericsson research shown consumers divide different tribes use phones different ways dr bjorn said groups dubbed pioneers materialists interested trying new things behind start many trends phone use instance said older people using sms much five years ago younger users often children ageing mobile owners encouraged older people try could keep touch another factor governing speed change mobile phone use simple speed new devices bought pioneers materialists 25 people handsets new innovations cameras consumers stop worrying send picture message person end able see significant number users passed use new innovations tends take dr bjorn said early reports camera phone usage japan seemed imply innovation going flop however said 45 japanese people ericsson questioned use camera phone least month 2003 figure 29 similarly across europe numbers people taking snaps cameras starting rise 2003 4 people uk took phonecam snap least month figure 14 similar rises seen many european nations dr bjorn said people also used camera phones different ways film even digital cameras usage patterns digital cameras almost exactly replacing usage patterns analogue cameras said digital cameras tend used significant events weddings holidays birthdays contrast said camera phones used much capture moment woven everyday life,4
436,shares hit ms drug suspension shares elan biogen idec plunged monday firms suspended sales new multiple sclerosis drug tysabri patient death us new york stock exchange shares irelandbased elan lost 70 us partner biogen idec shed 43 firms took action death central nervous system disease suspected case condition cases cited involved use tysabri avonex biogen idec existing multiple sclerosis drug companies said reports rare condition progressive multifocal leukoencephalopathy pml patients taking either tysabri avonex alone tysabri approved use us last november widely tipped become world leading multiple sclerosis treatment companies work clinical investigators evaluate tysabritreated patients consult leading experts better understand possible risk pml two firms said statement outcome evaluations used determine possible reinitiation dosing clinical trials future commercial availability analysts believed product would provide new growth opportunity biogen idec faced increased competition rivals avonex elan biggest firm irish stock exchange also expected receive boost new product inquiry elan accounts 2002 brought group close bankruptcy firm rebuilding since share price increasing almost fourfold last year value company tysabri said ian hunter goodbody stockbrokers dublin question mark elan finished 1890 8 biogen fell 2863 3865 shares uk pharmaceutical firm phytopharm closed 1984 1515 pence london stock exchange monday said partner set pull deal experimental alzheimer disease treatment phytopharm said japan yamanouchi pharmaceutical likely end licensing agreement prompting analysts raise questions level future cash reserves,0
437,davenport hits wimbledon world number one lindsay davenport criticised wimbledon issue equal prize money women reacting disputed comment england club chairman tim phillips american said think highly insulting prize money taken away somebody think mr phillips said money flowers wimbledon insulting england club spokesperson denied phillips made remark insisting definitely say statement added said someone else humorous aside end radio interview conversation moved talking wimbledon grounds davenport speaking following announcement week dubai duty free event join us australian opens offering equal prize money women hear women playing three sets men play five said daveport best women never going beat best men different game go watch women make better worse hopefully able change people minds serena williams also dubai added obviously equal prize money women tennis exciting men tennis exciting well women right bringing spectators able reap everyone else able reap,3
438,pupils get antipiracy lessons lessons music piracy copyright issues taught secondary school pupils uk lessons aimed 11 14yearolds introduce copyright including issues downloading internet illegal copying cds role protecting creativity music piracy including illegally swapping music online costs uk music industry millions every year blamed decline worldwide cd sales british music rights bmr formed represent interests songwriters composers worked education experts put together learning pack songwriter guy chambers worked stars including robbie williams thrown support behind scheme said well educating children music piracy would also protect young people planning career music industry unscrupulous individuals debate london launch scheme chambers said think important young people receive practical engaging learning schools lessons give insight creative industries work help possible future careers education pack already requested 1 600 secondary schools aimed giving children understanding copyright relation music industry also teach children importance royalties raises awareness different careers music industry particularly digital age henri yoxall general manager british music rights told bbc news schools crying resource help educate pupils issues scheme extension bmr respect value music campaign also backed singersongwriters feargal sharkey lucie silvas grammy awardwinning composer david arnold silvas said think important students gain understanding music industry works young age wish given opportunity like school emma pike director general british music rights said believe copyright essential part teaching music schools vital creatives future know turn ideas value copyright education always important creatives facing challenges opportunities technological change technology allowing people create music distribute music public whole host new ways,1
439,dundee utd 41 aberdeen dundee united eased semifinal scottish cup emphatic win aberdeen alan archibald prodded united ahead 19 minutes james grady made two close range 10 minutes later richie byrne header gave aberdeen way back game stevie crawford restored united lead 18 yards half time scoring completed grady break superb shot turn making 41 tony bullock united goal called action first time quarterofanhour clock noel whelan laid ball jamie winter edge box firsttime effort gathered united keeper moments later though home side took lead barry robson whipped free kick right stevie crawford caught volley russell anderson failed deal whelan clearance line landed kindly feet archibald poked ball net united doubled lead 29 minutes grady tapped ball empty net robson headed mark wilson cross angle post bar three minutes later aberdeen clawed way back match free kick left winter met powerfully head byrne back post leaving bullock helpless united restored twogoal lead four minutes end highly entertaining first half jason scotland played perfectlyweighted pass path onrushing crawford coolly beat ryan esson 18 yards united ended game contest two minutes interval grady received pass crawford back goal edge box taking one touch spun volley ball past despairing dive esson home side complete control required good stop esson keep robson drive 62 minutes keeper denied player 10 minutes later beating away fierce shot left penalty area robson saw another longrange effort tipped round post cute lob headed line bullock duff wilson ritchie archibald scotland samuel 63 brebner kerr cameron 87 robson crawford grady colgan dodds kenneth brebner archibald 19 grady 29 crawford 41 grady 47 esson hart anderson diamond byrne morrison 75 mcnaughton heikkinen foster 27 winter clark stewart 51 mackie whelan blanchard mcguire anderson diamond byrne 33 8 661 k clark,3
440,honour uk games maker leading british computer games maker peter molyneux made obe new year honours list head surrey lionhead studios granted honour services computer games industry mr molyneux behind many groundbreaking games last 15 years populous theme park dungeon keeper black white widely credited helping create popularise socalled godgame genre speaking bbc news website mr molyneux said receiving honour something surprise come completely blue said never would guessed kind honour said surprised much long ago many people thought computer gaming fad thought like skateboarding said craze everyone thought would go away said gaming world rivals movie industry sales cultural influence britain plays big part said one founding nations made industry mr molyneux pivotal figure computer games industry almost 20 years career started bullfrog studios 1987 produced populous one first godgames title gave players control lives small population computerised people mr molyneux said involvement games industry started almost accident back early days game making hobby career thought everyone would treat populous weird said became huge international success left bullfrog 1997 set lionhead studios behind ambitous widely acclaimed game black white one next titles come lionhead puts players charge movie studio tasks producing directing hit film veteran game maker says one problem still solve absolute geek got idea going wear go pick said,4
441,google scan famous libraries libraries five world important academic institutions digitised google scanned pages books public domain made available search reading online full libraries michigan stanford universities well archives harvard oxford new york public library included online pages scanned books adverts links online store amazon google said goal project unlock wealth information offline bring online said susan wojcicki director product management google also links public libraries books borrowed google paid providing links take six years digitise full collection michigan contains seven million volumes users access extracts bibliographies copyrighted works new york library allowing google include small portion books longer covered copyright harvard limiting participation 40 000 books oxford wants google scan books originally published 19th century held bodleian library spokeswoman oxford university said digitised books would include novels poetry political tracts art books important works print available libraries around world made available everyone said one million books scanned google less 15 total collection held bodleian hope oxford contribution project scholarly use well general interest people around world said reg carr director oxford university library services significant opportunity bring material rest world said paul leclerc president new york public library could solve old problem people get us get day world changes said john wilkin university michigan librarian working google disruptive people worry beginning end libraries something revitalise profession make meaningful,4
442,korea spending boost economy south korea boost state spending next year effort create jobs kick start sputtering economy earmarked 100 trillion 96bn first six months 2005 60 total annual budget government main problems slumping consumption contraction construction industry aims create 400 000 jobs focus infrastructure home building well providing public firms money hire new workers government set economic growth rate target 5 next year hinted would danger unless took action internal external economic conditions likely remain unfavourable 2005 finance economy ministry said statement blamed continuing uncertainties fluctuating oil prices foreign exchange rates stagnant domestic demand shown signs quick rebound 2004 growth 47 48 ministry said everyone convinced plan work primary worry centres believe government overly optimistic view front loading budget enough turn economy around consultancy 4cast said report problem facing south korea many consumers reeling effects credit bubble recently burst millions south koreans defaulting credit card bills country biggest card lender hovering verge bankruptcy months part spending plans government said ask firms roll mortgage loans come due first half 2005 also pledged look ways helping families low incomes government voiced concern effect redundancies building trade given economic spill employment effect construction sector sharp downturn construction industry could adverse effects ministry said result south korea give private companies also given chance build schools hospitals houses public buildings also look real estate tax system plans table include promoting new industries biotechnology nanotechnology well offering increased support small medium sized businesses focus job creation economic recovery given unfavourable domestic global conditions likely dog korean economy 2005 ministry said,0
443,blind student hears colour blind student developed software turns colours musical notes read weather maps victor wong graduate student hong kong studying cornell university new york state read coloured maps upper atmosphere part research study space weather mr wong needed explore minute fluctuations order create mathematical models number solutions tried including colleague describe maps attempting print braille mr wong eventually hit upon idea translating individual colours music enlisted help computer graphics specialist another student programming work images three dimensions find way reading mr wong told bbc news website sake study sake blind scientists generally felt would good develop software could help us read colour images tried prototype version software explore photograph parrot order exact reference screen pen tablet device used software assigns one 88 piano notes individually coloured pixels ranging blue lower end scale red upper end mr wong says application still much infancy useful reading images created digitally took random picture scanned used software recognise work well mr wong blind age seven thinks colour memory makes software useful would scientist never vision notes increase pitch know colour getting redder redder mind eye patch red appears colour music software yet made available commercially mr wong believes several people would work together make viable hopes one day developed give blind people access photographs images,4
444,greek pair set hearing kostas kenteris katerina thanou fight provisional twoyear bans imposed iaaf independent tribunal weekend athletics ruling body took action pair failing take drugs tests athens olympics independent tribunal greek track field federation meet decide whether ratify sanction sprint duo face charges failing give information location refusing submit drugs test kenteris lawyer gregory ioannidis told bbc sport refute charges unsubstantiated illogical certain breaches correct application rules behalf sporting authorities officials procedural breaches also violated client rights also evidence proves fact client persecuted ioannidis law lecturer university buckingham added one important rights foundations law justice accused presumed innocent unless proved otherwise tarnished panel also decide twoyear ban imposed athletes controversial coach christos tzekos iaaf kenteris 2000 olympic 200m champion thanou women 100m silver medallist games sydney quit olympics 18 august failing give samples eve opening ceremony testers could find olympic village duo later admitted hospital claiming involved motorcycle accident also missed tests tel aviv chicago athens games imposing twoyear suspensions duo 22 december iaaf described explanations missing tests unacceptable whatever findings independent tribunal parties right appeal court arbitration sport tribunal hearing take place hellenic olympic committee building start 1200 gmt saturday expected finish early next week tribunal panel consist five members president konstantinos panagopoulos panagiotis dimakos haralabos hrisanthakis stilianos perakis ioannis karmis kenteris thanou also face criminal charges greece allegedly faking motorcycle accident eight criminal charges laid sprinters well tzekos eyewitness accident hospital officials speculation charges could dropped,3
